TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,NEIGHBOURHOOD
Theft from Vehicle,2016,3,22,23,0,Grandview-Woodland
Mischief,2016,7,19,4,15,Fairview
Theft from Vehicle,2016,3,22,22,0,Grandview-Woodland
Theft from Vehicle,2016,7,6,17,30,Sunset
Other Theft,2016,10,4,11,41,Central Business District
Theft from Vehicle,2016,8,6,18,0,Victoria-Fraserview
Mischief,2016,11,25,0,5,West End
Other Theft,2016,10,15,8,5,Central Business District
Other Theft,2016,11,14,7,9,Central Business District
Theft from Vehicle,2016,7,12,0,0,Victoria-Fraserview
Mischief,2016,10,8,10,30,West End
Other Theft,2016,11,13,9,45,Central Business District
Theft from Vehicle,2016,12,4,23,0,Kitsilano
Mischief,2016,4,16,5,33,West End
Mischief,2016,3,23,16,27,West End
Theft from Vehicle,2016,7,15,0,0,Sunset
Theft from Vehicle,2016,7,5,19,0,Mount Pleasant
Mischief,2016,5,10,11,35,West End
Theft from Vehicle,2016,8,31,9,0,Central Business District
Theft from Vehicle,2016,1,8,17,0,Grandview-Woodland
Other Theft,2016,1,14,19,33,Central Business District
Mischief,2016,7,13,13,55,West End
Other Theft,2016,7,19,20,20,Kensington-Cedar Cottage
Theft from Vehicle,2016,10,1,19,0,Sunset
Theft from Vehicle,2016,4,15,20,0,Sunset
Offence Against a Person,2016,2,28,,,Riley Park
Theft from Vehicle,2016,7,31,20,0,Sunset
Theft from Vehicle,2016,5,15,8,42,Kensington-Cedar Cottage
Other Theft,2016,11,27,10,0,Central Business District
Other Theft,2016,12,5,1,56,Central Business District
Other Theft,2016,4,4,15,30,Central Business District
Offence Against a Person,2016,4,8,,,Riley Park
Theft from Vehicle,2016,11,1,20,0,Kitsilano
Theft from Vehicle,2016,2,7,9,30,Kensington-Cedar Cottage
Other Theft,2016,8,25,23,30,Grandview-Woodland
Mischief,2016,9,20,8,47,Grandview-Woodland
Theft from Vehicle,2016,3,31,23,30,Central Business District
Theft from Vehicle,2016,4,21,22,30,Sunset
Theft from Vehicle,2016,9,15,0,0,Kensington-Cedar Cottage
Theft from Vehicle,2016,3,31,17,0,Kensington-Cedar Cottage
Theft from Vehicle,2016,1,30,23,0,Mount Pleasant
Break and Enter Residential/Other,2016,1,8,7,30,Strathcona
Break and Enter Residential/Other,2016,9,8,22,0,Strathcona
Break and Enter Residential/Other,2016,11,8,21,0,Strathcona
Theft from Vehicle,2016,8,23,22,0,Mount Pleasant
Theft from Vehicle,2016,10,9,21,0,Mount Pleasant
Offence Against a Person,2016,10,25,,,Riley Park
Other Theft,2016,5,2,17,15,Killarney
Other Theft,2016,5,1,4,7,Fairview
Theft from Vehicle,2016,7,4,14,3,Kensington-Cedar Cottage
Theft from Vehicle,2016,10,24,21,30,Kensington-Cedar Cottage
Theft from Vehicle,2016,2,14,22,30,Mount Pleasant
Other Theft,2016,4,13,23,0,Fairview
Other Theft,2016,11,7,7,18,Central Business District
Theft from Vehicle,2016,1,16,21,0,Kensington-Cedar Cottage
Theft from Vehicle,2016,11,19,14,25,Kensington-Cedar Cottage
Theft from Vehicle,2016,9,3,5,26,Kensington-Cedar Cottage
Theft from Vehicle,2016,5,18,16,0,Sunset
Other Theft,2016,3,3,0,0,Fairview
Offence Against a Person,2016,7,26,,,Riley Park
Mischief,2016,6,27,7,43,Strathcona
Theft from Vehicle,2016,3,12,23,0,Kensington-Cedar Cottage
Other Theft,2016,10,19,1,11,Central Business District
Theft from Vehicle,2016,1,26,21,0,Kensington-Cedar Cottage
Other Theft,2016,9,4,23,0,Marpole
Theft from Vehicle,2016,8,17,0,0,Grandview-Woodland
Other Theft,2016,7,15,19,28,Central Business District
Other Theft,2016,6,12,16,7,Renfrew-Collingwood
Theft from Vehicle,2016,1,18,18,0,Grandview-Woodland
Theft from Vehicle,2016,3,17,18,0,Mount Pleasant
Theft from Vehicle,2016,10,29,10,0,Grandview-Woodland
Theft from Vehicle,2016,6,27,1,0,Mount Pleasant
Theft from Vehicle,2016,1,27,0,30,Kensington-Cedar Cottage
Theft from Vehicle,2016,7,25,19,0,Kensington-Cedar Cottage
Theft from Vehicle,2016,4,7,19,30,Kensington-Cedar Cottage
Theft from Vehicle,2016,6,13,19,0,Mount Pleasant
Other Theft,2016,11,15,7,0,Central Business District
Theft from Vehicle,2016,9,14,23,0,Mount Pleasant
Other Theft,2016,2,4,15,40,Killarney
Theft from Vehicle,2016,1,30,23,0,Mount Pleasant
Theft from Vehicle,2016,10,23,21,0,Mount Pleasant
Theft from Vehicle,2016,5,17,20,0,Kensington-Cedar Cottage
Theft from Vehicle,2016,2,23,16,0,Central Business District
Theft from Vehicle,2016,2,11,23,30,Kensington-Cedar Cottage
Theft from Vehicle,2016,8,19,19,0,Kensington-Cedar Cottage
Other Theft,2016,10,4,20,20,Oakridge
Theft from Vehicle,2016,2,22,0,0,Kensington-Cedar Cottage
Theft from Vehicle,2016,8,24,0,0,Kensington-Cedar Cottage
Other Theft,2016,2,11,5,55,Central Business District
Other Theft,2016,2,18,1,9,Central Business District
Theft from Vehicle,2016,7,1,22,55,Strathcona
Theft of Vehicle,2016,1,8,3,24,Central Business District
Theft from Vehicle,2016,7,1,23,54,Strathcona
Theft from Vehicle,2016,7,22,11,15,Strathcona
Break and Enter Residential/Other,2016,4,18,15,48,Central Business District
Break and Enter Residential/Other,2016,6,1,7,53,Central Business District
Break and Enter Residential/Other,2016,6,30,2,30,Central Business District
Other Theft,2016,2,22,2,25,Central Business District
Theft from Vehicle,2016,6,9,14,10,Strathcona
Mischief,2016,5,5,21,0,West End
Other Theft,2016,1,21,12,0,Oakridge
Theft from Vehicle,2016,12,3,22,0,Kensington-Cedar Cottage
Theft from Vehicle,2016,5,21,14,30,Kensington-Cedar Cottage
Theft from Vehicle,2016,7,5,7,59,Strathcona
Mischief,2016,11,2,22,30,Fairview
Theft from Vehicle,2016,10,20,19,0,Mount Pleasant
Theft from Vehicle,2016,10,18,9,23,West End
Theft from Vehicle,2016,8,7,0,30,West End
Theft from Vehicle,2016,3,10,6,27,West End
Theft from Vehicle,2016,8,6,15,0,West End
Theft of Vehicle,2016,2,27,19,45,Central Business District
Theft from Vehicle,2016,5,25,21,0,West End
Theft from Vehicle,2016,4,30,4,30,West End
Theft from Vehicle,2016,4,2,9,3,West End
Mischief,2016,11,9,7,0,Fairview
Other Theft,2016,8,30,16,0,Fairview
Theft from Vehicle,2016,7,7,20,0,Hastings-Sunrise
Theft from Vehicle,2016,3,26,22,0,West End
Theft from Vehicle,2016,3,4,21,0,West End
Theft from Vehicle,2016,2,14,17,0,West End
Mischief,2016,10,3,21,0,Fairview
Theft from Vehicle,2016,1,2,21,0,West End
Theft from Vehicle,2016,8,30,22,0,West End
Theft from Vehicle,2016,2,20,3,15,Hastings-Sunrise
Theft from Vehicle,2016,5,20,22,0,Strathcona
Theft from Vehicle,2016,5,20,23,30,Strathcona
Other Theft,2016,10,7,16,55,Central Business District
Theft from Vehicle,2016,7,20,21,0,Strathcona
Theft from Vehicle,2016,7,24,9,53,Strathcona
Offence Against a Person,2016,6,5,,,Riley Park
Theft from Vehicle,2016,7,30,18,0,Strathcona
Theft from Vehicle,2016,8,4,9,2,Strathcona
Other Theft,2016,2,9,4,5,Central Business District
Theft from Vehicle,2016,8,9,1,0,Strathcona
Other Theft,2016,7,3,11,28,Killarney
Theft from Vehicle,2016,8,23,8,42,Strathcona
Theft from Vehicle,2016,8,23,19,30,Strathcona
Theft from Vehicle,2016,9,26,10,7,Strathcona
Other Theft,2016,3,23,15,0,Central Business District
Theft from Vehicle,2016,10,15,17,0,Central Business District
Theft from Vehicle,2016,8,27,13,0,Central Business District
Theft from Vehicle,2016,7,21,21,50,Central Business District
Theft from Vehicle,2016,4,28,6,24,Central Business District
Other Theft,2016,10,13,8,0,Renfrew-Collingwood
Theft from Vehicle,2016,3,25,12,0,Central Business District
Theft from Vehicle,2016,10,19,11,11,Strathcona
Theft from Vehicle,2016,8,24,8,7,Strathcona
Theft from Vehicle,2016,6,12,11,0,West End
Theft from Vehicle,2016,6,27,22,0,West End
Other Theft,2016,5,13,14,30,South Cambie
Theft from Vehicle,2016,3,30,18,30,Fairview
Mischief,2016,6,29,1,0,Marpole
Other Theft,2016,4,22,1,0,Central Business District
Other Theft,2016,7,15,20,10,Central Business District
Mischief,2016,6,17,9,26,Oakridge
Other Theft,2016,12,5,18,59,Central Business District
Other Theft,2016,10,3,13,0,Central Business District
Theft from Vehicle,2016,8,10,7,35,Strathcona
Other Theft,2016,7,31,18,30,Strathcona
Other Theft,2016,2,1,16,0,Sunset
Theft from Vehicle,2016,7,5,8,15,Strathcona
Other Theft,2016,9,1,11,53,Central Business District
Mischief,2016,5,11,21,0,Fairview
Theft from Vehicle,2016,7,14,16,42,Strathcona
Theft from Vehicle,2016,10,10,23,0,Kensington-Cedar Cottage
Other Theft,2016,1,22,12,48,Central Business District
Other Theft,2016,6,15,11,26,Central Business District
Theft from Vehicle,2016,8,2,12,0,Mount Pleasant
Theft from Vehicle,2016,2,15,20,0,Strathcona
Other Theft,2016,8,6,0,0,Central Business District
Theft from Vehicle,2016,9,11,22,15,Strathcona
Theft from Vehicle,2016,11,23,20,30,Strathcona
Break and Enter Residential/Other,2016,6,11,12,50,West End
Other Theft,2016,7,21,19,50,Kitsilano
Theft from Vehicle,2016,9,8,14,0,Strathcona
Other Theft,2016,12,1,19,30,Central Business District
Theft from Vehicle,2016,3,26,22,30,West End
Mischief,2016,12,4,21,1,Fairview
Theft from Vehicle,2016,11,30,20,45,Strathcona
Theft of Vehicle,2016,4,15,0,0,Mount Pleasant
Theft from Vehicle,2016,9,2,0,0,Strathcona
Theft from Vehicle,2016,5,10,18,0,Strathcona
Theft from Vehicle,2016,9,8,17,0,Strathcona
Theft from Vehicle,2016,4,15,19,0,Hastings-Sunrise
Theft from Vehicle,2016,9,8,11,0,Strathcona
Theft from Vehicle,2016,9,8,18,30,Strathcona
Offence Against a Person,2016,10,18,,,Riley Park
Offence Against a Person,2016,7,25,,,Riley Park
Theft from Vehicle,2016,10,18,19,9,Strathcona
Theft of Vehicle,2016,9,28,23,0,Strathcona
Theft from Vehicle,2016,6,3,23,30,Central Business District
Offence Against a Person,2016,10,9,,,Riley Park
Other Theft,2016,2,1,1,4,Fairview
Theft from Vehicle,2016,8,30,22,0,West End
Theft from Vehicle,2016,9,30,11,40,West End
Theft from Vehicle,2016,9,20,10,41,West End
Theft from Vehicle,2016,7,29,22,47,Strathcona
Other Theft,2016,1,13,22,28,Central Business District
Theft from Vehicle,2016,9,18,19,0,West End
Theft of Vehicle,2016,6,2,12,0,Oakridge
Theft from Vehicle,2016,5,16,18,30,Kitsilano
Theft from Vehicle,2016,9,10,22,0,West End
Theft from Vehicle,2016,8,26,20,49,West End
Theft from Vehicle,2016,8,22,12,52,West End
Other Theft,2016,2,5,8,6,Central Business District
Other Theft,2016,2,6,16,0,Central Business District
Other Theft,2016,2,7,11,23,Central Business District
Theft from Vehicle,2016,5,28,9,0,Central Business District
Theft from Vehicle,2016,7,29,10,0,West End
Other Theft,2016,5,26,0,0,Central Business District
Theft from Vehicle,2016,4,14,20,0,Kitsilano
Theft from Vehicle,2016,7,21,20,0,West End
Other Theft,2016,7,18,14,27,Central Business District
Mischief,2016,4,12,21,0,Fairview
Theft from Vehicle,2016,6,4,10,58,West End
Other Theft,2016,7,22,5,10,Central Business District
Theft from Vehicle,2016,8,9,20,58,Central Business District
Theft from Vehicle,2016,11,7,7,22,Strathcona
Theft from Vehicle,2016,6,2,18,0,Kensington-Cedar Cottage
Other Theft,2016,6,6,14,0,Central Business District
Other Theft,2016,4,30,14,39,Central Business District
Other Theft,2016,8,27,13,48,Central Business District
Offence Against a Person,2016,6,24,,,Riley Park
Theft from Vehicle,2016,6,14,19,45,Kensington-Cedar Cottage
Theft from Vehicle,2016,11,13,4,0,Mount Pleasant
Theft from Vehicle,2016,2,24,21,30,Kensington-Cedar Cottage
Theft from Vehicle,2016,5,24,17,30,West End
Theft from Vehicle,2016,4,16,19,0,West End
Mischief,2016,2,18,18,18,Grandview-Woodland
Offence Against a Person,2016,8,23,,,Riley Park
Theft from Vehicle,2016,4,8,16,0,West End
Other Theft,2016,8,11,8,0,Strathcona
Theft from Vehicle,2016,12,4,19,30,Hastings-Sunrise
Theft from Vehicle,2016,3,22,22,0,Hastings-Sunrise
Theft from Vehicle,2016,4,2,20,0,West End
Theft from Vehicle,2016,3,20,20,0,West End
Theft from Vehicle,2016,3,19,20,42,West End
Theft from Vehicle,2016,3,15,23,43,West End
Theft from Vehicle,2016,3,10,20,0,West End
Theft from Vehicle,2016,2,25,20,0,Hastings-Sunrise
Theft from Vehicle,2016,1,16,14,25,West End
Theft from Vehicle,2016,11,24,0,45,Mount Pleasant
Theft from Vehicle,2016,2,24,18,0,Central Business District
Mischief,2016,8,9,11,25,Marpole
Theft from Vehicle,2016,3,7,19,0,Central Business District
Theft from Vehicle,2016,7,10,19,0,West End
Theft from Vehicle,2016,7,25,22,0,West End
Mischief,2016,1,18,18,35,Marpole
Offence Against a Person,2016,8,14,,,Riley Park
Offence Against a Person,2016,8,29,,,Riley Park
Theft from Vehicle,2016,4,2,20,0,Central Business District
Theft from Vehicle,2016,4,13,22,40,Central Business District
Theft from Vehicle,2016,4,27,19,39,Central Business District
Theft from Vehicle,2016,5,7,22,30,Central Business District
Theft from Vehicle,2016,10,2,21,30,West End
Theft from Vehicle,2016,5,13,15,21,Central Business District
Theft from Vehicle,2016,5,18,21,45,Central Business District
Theft from Vehicle,2016,11,8,23,0,Strathcona
Theft from Vehicle,2016,5,12,21,0,Strathcona
Theft from Vehicle,2016,1,14,0,0,Fairview
Offence Against a Person,2016,5,27,,,Riley Park
Theft from Vehicle,2016,3,19,6,45,Strathcona
Theft from Vehicle,2016,9,6,20,0,Strathcona
Theft from Vehicle,2016,10,22,21,30,Strathcona
Mischief,2016,12,2,23,49,West End
Mischief,2016,4,9,2,0,West End
Mischief,2016,3,19,10,45,West End
Offence Against a Person,2016,3,25,,,Riley Park
Theft from Vehicle,2016,9,11,15,0,Hastings-Sunrise
Theft from Vehicle,2016,10,8,18,30,Hastings-Sunrise
Theft from Vehicle,2016,6,20,14,0,Renfrew-Collingwood
Other Theft,2016,6,5,9,44,Central Business District
Other Theft,2016,8,16,22,0,Central Business District
Other Theft,2016,7,1,18,0,Central Business District
Theft from Vehicle,2016,1,15,14,50,Central Business District
Theft from Vehicle,2016,3,5,20,0,Central Business District
Theft of Vehicle,2016,8,15,14,0,Fairview
Theft from Vehicle,2016,3,18,22,0,Central Business District
Theft from Vehicle,2016,3,5,7,58,Central Business District
Theft from Vehicle,2016,10,8,6,0,West End
Theft from Vehicle,2016,5,12,15,0,West End
Theft from Vehicle,2016,6,16,1,59,Mount Pleasant
Theft from Vehicle,2016,2,7,21,0,Mount Pleasant
Theft from Vehicle,2016,1,20,8,7,Mount Pleasant
Other Theft,2016,2,27,22,0,Strathcona
Break and Enter Residential/Other,2016,10,17,11,53,Central Business District
Theft from Vehicle,2016,1,6,15,25,Central Business District
Theft from Vehicle,2016,1,30,20,40,Central Business District
Theft from Vehicle,2016,3,19,14,45,Central Business District
Mischief,2016,4,26,5,11,Central Business District
Mischief,2016,11,15,22,10,Mount Pleasant
Mischief,2016,7,11,18,45,Mount Pleasant
Mischief,2016,7,11,14,10,Mount Pleasant
Mischief,2016,5,29,22,0,Mount Pleasant
Theft from Vehicle,2016,3,25,23,25,Central Business District
Theft of Vehicle,2016,9,21,14,30,Fairview
Theft from Vehicle,2016,7,5,15,39,Central Business District
Theft from Vehicle,2016,11,3,12,30,Central Business District
Other Theft,2016,9,6,11,36,Strathcona
Other Theft,2016,11,12,16,50,Grandview-Woodland
Other Theft,2016,7,11,16,0,Grandview-Woodland
Other Theft,2016,10,28,11,30,Central Business District
Other Theft,2016,3,26,9,40,Central Business District
Theft from Vehicle,2016,9,30,5,30,Grandview-Woodland
Other Theft,2016,5,3,13,59,Grandview-Woodland
Theft from Vehicle,2016,2,4,0,0,Shaughnessy
Mischief,2016,4,9,23,30,Fairview
Theft from Vehicle,2016,4,30,15,30,Strathcona
Theft from Vehicle,2016,4,9,16,0,Strathcona
Theft from Vehicle,2016,4,30,6,0,Central Business District
Theft from Vehicle,2016,6,12,23,0,Central Business District
Theft from Vehicle,2016,6,10,16,0,Strathcona
Theft from Vehicle,2016,9,9,15,0,Strathcona
Theft from Vehicle,2016,3,2,0,0,Hastings-Sunrise
Theft from Vehicle,2016,6,14,23,30,Central Business District
Break and Enter Residential/Other,2016,1,4,0,0,Fairview
Break and Enter Residential/Other,2016,5,25,0,0,Fairview
Break and Enter Residential/Other,2016,5,31,18,0,Fairview
Break and Enter Residential/Other,2016,6,1,21,30,Fairview
Other Theft,2016,1,1,0,45,Central Business District
Other Theft,2016,1,2,16,11,Central Business District
Theft from Vehicle,2016,2,17,11,30,Strathcona
Break and Enter Residential/Other,2016,2,7,2,17,West End
Other Theft,2016,1,5,9,0,Central Business District
Other Theft,2016,1,6,16,28,Central Business District
Offence Against a Person,2016,9,26,,,Riley Park
Other Theft,2016,1,8,11,21,Central Business District
Other Theft,2016,1,9,10,21,Central Business District
Other Theft,2016,1,9,16,42,Central Business District
Mischief,2016,10,30,9,6,Grandview-Woodland
Other Theft,2016,1,11,11,18,Central Business District
Theft from Vehicle,2016,9,27,11,25,Strathcona
Other Theft,2016,1,11,15,35,Central Business District
Theft from Vehicle,2016,3,15,0,0,Strathcona
Theft from Vehicle,2016,6,9,15,0,West End
Theft from Vehicle,2016,4,21,21,0,Kitsilano
Mischief,2016,1,13,19,0,West End
Other Theft,2016,1,12,13,52,Central Business District
Offence Against a Person,2016,4,22,,,Riley Park
Other Theft,2016,1,12,14,20,Central Business District
Mischief,2016,7,14,8,46,Kitsilano
Theft from Vehicle,2016,11,6,13,0,Central Business District
Other Theft,2016,1,13,20,13,Central Business District
Other Theft,2016,1,15,15,18,Central Business District
Theft from Vehicle,2016,11,1,0,59,Central Business District
Theft from Vehicle,2016,6,16,20,0,Central Business District
Other Theft,2016,10,23,5,30,Central Business District
Theft from Vehicle,2016,9,8,1,22,Central Business District
Theft from Vehicle,2016,9,18,9,10,Central Business District
Theft from Vehicle,2016,1,29,17,3,Strathcona
Offence Against a Person,2016,5,15,,,Riley Park
Theft from Vehicle,2016,11,18,22,0,Strathcona
Offence Against a Person,2016,10,14,,,Riley Park
Break and Enter Residential/Other,2016,5,15,21,0,Stanley Park
Theft from Vehicle,2016,9,8,20,30,Strathcona
Mischief,2016,5,1,18,0,Fairview
Mischief,2016,5,1,17,0,Fairview
Mischief,2016,5,1,12,0,Fairview
Mischief,2016,4,30,23,30,Fairview
Offence Against a Person,2016,2,27,,,Riley Park
Theft from Vehicle,2016,9,8,0,0,Strathcona
Other Theft,2016,5,7,11,0,Central Business District
Other Theft,2016,10,3,22,0,Riley Park
Theft from Vehicle,2016,9,8,20,0,Strathcona
Break and Enter Residential/Other,2016,9,22,9,0,Kitsilano
Theft from Vehicle,2016,9,9,1,0,Strathcona
Theft from Vehicle,2016,10,27,22,45,Central Business District
Theft from Vehicle,2016,6,10,4,54,Strathcona
Theft from Vehicle,2016,4,29,19,0,Strathcona
Offence Against a Person,2016,8,31,,,Riley Park
Theft from Vehicle,2016,11,5,20,15,Central Business District
Offence Against a Person,2016,10,2,,,Riley Park
Offence Against a Person,2016,8,28,,,Riley Park
Theft from Vehicle,2016,9,7,18,0,Strathcona
Theft from Vehicle,2016,7,18,2,0,West End
Theft from Vehicle,2016,7,8,22,0,West End
Theft from Vehicle,2016,7,8,18,0,West End
Theft from Vehicle,2016,6,14,18,0,West End
Offence Against a Person,2016,10,11,,,Riley Park
Theft from Vehicle,2016,11,10,6,3,Central Business District
Theft from Vehicle,2016,8,30,23,0,Hastings-Sunrise
Mischief,2016,3,10,19,54,Kensington-Cedar Cottage
Theft from Vehicle,2016,11,21,20,57,Central Business District
